species_id,scientific_name,IUCN_Genus,IUCN_Species,redlist_status,Timestamp_redlist,common_name,Comment
398,Goniastrea columella,Goniastrea,columella,NT,Jan-08,,
399,Goniastrea edwardsi,Goniastrea,edwardsi,LC,Jan-08,,
400,Goniastrea favulus,Goniastrea,favulus,NT,Jan-08,,
401,Goniastrea minuta,Goniastrea,minuta,NT,Jan-08,,
402,Goniastrea pectinata,Goniastrea,pectinata,LC,Jan-08,,
403,Goniastrea ramosa,Goniastrea,ramosa,VU,Jan-08,,
404,Goniastrea retiformis,Goniastrea,retiformis,LC,Jan-08,,
405,Goniastrea stelligera,Favia,stelligera,NT,Jan-08,,Different genus
406,Goniastrea thecata,Goniastrea,thecata,NT,Jan-08,,
407,Goniopora albiconus,Goniopora,albiconus,VU,Jan-08,,
408,Goniopora burgosi,Goniopora,burgosi,VU,Jan-08,,
409,Goniopora cellulosa,Goniopora,cellulosa,VU,Jan-08,,
410,Goniopora ciliatus,Goniopora,ciliatus,LC,Jan-08,,
411,Goniopora columna,Goniopora,columna,NT,Jan-08,,
412,Goniopora diminuta,Micromussa,diminuta,DD,Jan-08,,Different genus
413,Goniopora djiboutiensis,Goniopora,djiboutiensis,LC,Jan-08,,
414,Goniopora eclipsensis,Goniopora,eclipsensis,LC,Jan-08,,
415,Goniopora fruticosa,Goniopora,fruticosa,LC,Jan-08,,
416,Goniopora lobata,Goniopora,lobata,NT,Jan-08,,
417,Goniopora norfolkensis,Goniopora,norfolkensis,LC,Jan-08,,
418,Goniopora paliformis,Poritipora,paliformis,VU,Jan-08,,Different genus
419,Goniopora palmensis,Goniopora,palmensis,LC,Jan-08,,
420,Goniopora pandoraensis,Goniopora,pandoraensis,LC,Jan-08,,
421,Goniopora pearsoni,Goniopora,pearsoni,LC,Jan-08,,
422,Goniopora pedunculata,Goniopora,minor,NT,Jan-08,,Different genus
423,Goniopora pendulus,Goniopora,pendulus,LC,Jan-08,,
424,Goniopora planulata,Goniopora,planulata,VU,Jan-08,,
425,Goniopora polyformis,Goniopora,polyformis,VU,Jan-08,,
426,Goniopora savignyi,Goniopora,savignyi,LC,Jan-08,,
427,Goniopora somaliensis,Goniopora,somaliensis,LC,Jan-08,,
428,Goniopora stokesi,Goniopora,stokesi,NT,Jan-08,,
429,Goniopora sultani,Goniopora,sultani,LC,Jan-08,,
430,Goniopora tantillus,Calathiscus,tantillus,DD,Jan-08,,Different genus
431,Goniopora tenella,Goniopora,tenella,NT,Jan-08,,
432,Goniopora tenuidens,Goniopora,tenuidens,LC,Jan-08,,
433,Gyrosmilia interrupta,Gyrosmilia,interrupta,LC,Jan-08,,
434,Halomitra clavator,Halomitra,clavator,VU,Jan-08,,
435,Halomitra pileus,Halomitra,pileus,LC,Jan-08,,
436,Heliofungia actiniformis,Heliofungia,actiniformis,VU,Jan-08,,
437,Heliofungia fralinae,Fungia,fralinae,LC,Jan-08,,Different genus
438,Heliopora coerulea,Heliopora,coerulea,VU,Jan-08,,
439,Helioseris cucullata,Helioseris,cucullata,LC,Jan-08,,
440,Herpolitha limax,Herpolitha,limax,LC,Jan-08,,
441,Heterocyathus aequicostatus,Heterocyathus,aequicostatus,LC,Jan-08,,
442,Heterocyathus alternatus,Heterocyathus,alternatus,LC,Jan-08,,
443,Heterocyathus sulcatus,Heterocyathus,sulcatus,LC,Jan-08,,
444,Heteropsammia cochlea,Heteropsammia,cochlea,LC,Jan-08,,
445,Heteropsammia eupsammides,Heteropsammia,eupsammides,NT,Jan-08,,
446,Heteropsammia moretonensis,Heteropsammia,moretonensis,NE,N/A,,
447,Homophyllia australis,Homophyllia,australis,NE,N/A,,
448,Homophyllia australis,Scolymia,australis,LC,Jan-08,,
449,Homophyllia bowerbanki,Acanthastrea,bowerbanki,VU,Jan-08,,Different genus
450,Homophyllia bowerbanki,Acanthastrea,hillae,NT,Jan-08,,Synonym to other species
451,Horastrea indica,Horastrea,indica,VU,Jan-08,,
452,Hydnophora bonsai,Hydnophora,bonsai,EN,Jan-08,,
453,Hydnophora exesa,Hydnophora,exesa,NT,Jan-08,,
454,Hydnophora grandis,Hydnophora,grandis,LC,Jan-08,,
455,Hydnophora microconos,Hydnophora,microconos,NT,Jan-08,,
456,Hydnophora pilosa,Hydnophora,pilosa,LC,Jan-08,,
457,Hydnophora rigida,Hydnophora,rigida,LC,Jan-08,,
458,Isophyllia rigida,Isophyllia,rigida,NE,N/A,,
459,Isophyllia rigida,Isophyllastrea,rigida,LC,Jan-08,,
460,Isophyllia sinuosa,Isophyllia,sinuosa,LC,Jan-08,,
461,Isopora brueggemanni,Acropora,meridiana,DD,Jan-08,,Synonym to other species
462,Isopora brueggemanni,Isopora,brueggemanni,VU,Jan-08,,
463,Isopora crateriformis,Isopora,crateriformis,VU,Jan-08,,
464,Isopora cuneata,Isopora,cuneata,VU,Jan-08,,
465,Isopora elizabethensis,Isopora,elizabethensis,DD,Jan-08,,
466,Isopora palifera,Isopora,palifera,NT,Jan-08,,
467,Isopora togianensis,Isopora,togianensis,EN,Jan-08,,
468,Leptastrea aequalis,Leptastrea,aequalis,VU,Jan-08,,
469,Leptastrea bewickensis,Leptastrea,bewickensis,NT,Jan-08,,
470,Leptastrea bottae,Leptastrea,bottae,NT,Jan-08,,
471,Leptastrea inaequalis,Leptastrea,inaequalis,NT,Jan-08,,
472,Leptastrea pruinosa,Leptastrea,pruinosa,LC,Jan-08,,
473,Leptastrea purpurea,Leptastrea,purpurea,LC,Jan-08,,
474,Leptastrea transversa,Leptastrea,transversa,LC,Jan-08,,
475,Leptoria irregularis,Leptoria,irregularis,VU,Jan-08,,
476,Leptoria phrygia,Leptoria,phrygia,NT,Jan-08,,
477,Leptoseris amitoriensis,Leptoseris,amitoriensis,NT,Jan-08,,
478,Leptoseris cailleti,Leptoseris,cailleti,LC,Jan-08,,
479,Leptoseris explanata,Leptoseris,explanata,LC,Jan-08,,
480,Leptoseris foliosa,Leptoseris,foliosa,LC,Jan-08,,
481,Leptoseris gardineri,Leptoseris,gardineri,LC,Jan-08,,
482,Leptoseris hawaiiensis,Leptoseris,hawaiiensis,LC,Jan-08,,
483,Leptoseris incrustans,Leptoseris,incrustans,VU,Jan-08,,
484,Leptoseris kalayaanensis,Leptoseris,kalayaanensis,NE,N/A,,
485,Leptoseris mycetoseroides,Leptoseris,mycetoseroides,LC,Jan-08,,
486,Leptoseris papyracea,Leptoseris,papyracea,LC,Jan-08,,
487,Leptoseris scabra,Leptoseris,scabra,LC,Jan-08,,
488,Leptoseris solida,Leptoseris,solida,LC,Jan-08,,
489,Leptoseris striata,Leptoseris,striata,NT,Jan-08,,
490,Leptoseris tubulifera,Leptoseris,tubulifera,LC,Jan-08,,
491,Leptoseris yabei,Leptoseris,yabei,VU,Jan-08,,
492,Lithophyllon concinna,Fungia,concinna,LC,Jan-08,,Different genus
493,Lithophyllon ranjithi,Lithophyllon,ranjithi,EN,Jan-08,,
494,Lithophyllon repanda,Fungia,repanda,LC,Jan-08,,
495,Lithophyllon scabra,Fungia,scabra,LC,Jan-08,,
496,Lithophyllon spinifer,Fungia,spinifer,LC,Jan-08,,
497,Lithophyllon spinifer,Lithophyllon,spinifer,NE,N/A,,
498,Lithophyllon undulatum,Lithophyllon,undulatum,NT,Jan-08,,
499,Lobactis scutaria,Fungia,scutaria,LC,Jan-08,,
500,Lobophyllia agaricia,Symphyllia,agaricia,LC,Jan-08,,
501,Lobophyllia corymbosa,Lobophyllia,corymbosa,LC,Jan-08,,
502,Lobophyllia dentata,Lobophyllia,dentatus,VU,Jan-08,,
503,Lobophyllia diminuta,Lobophyllia,diminuta,VU,Jan-08,,
504,Lobophyllia erythraea,Symphyllia,erythraea,LC,Jan-08,,
505,Lobophyllia flabelliformis,Lobophyllia,flabelliformis,VU,Jan-08,,
506,Lobophyllia hassi,Symphyllia,hassi,VU,Jan-08,,
507,Lobophyllia hataii,Lobophyllia,hataii,LC,Jan-08,,
508,Lobophyllia hemprichii,Lobophyllia,hemprichii,LC,Jan-08,,
509,Lobophyllia ishigakiensis,Acanthastrea,ishigakiensis,VU,Jan-08,,
510,Lobophyllia radians,Symphyllia,radians,LC,Jan-08,,
511,Lobophyllia recta,Symphyllia,recta,LC,Jan-08,,
512,Lobophyllia robusta,Lobophyllia,robusta,LC,Jan-08,,
513,Lobophyllia rowleyensis,Australomussa,rowleyensis,NT,Jan-08,,
514,Lobophyllia serrata,Lobophyllia,serratus,EN,Jan-08,,
515,Lobophyllia valenciennesii,Symphyllia,valenciennesii,LC,Jan-08,,
516,Lobophyllia vitiensis,Lobophyllia,vitiensis,NE,N/A,,
517,Lobophyllia vitiensis,Scolymia,vitiensis,NT,Jan-08,,
518,Madracis asanoi,Madracis,asanoi,DD,01/01/2008,,
519,Madracis asperula,Madracis,asperula,DD,01/01/2008,,
520,Madracis auretenra,Madracis,auretenra,LC,Jan-08,,
521,Madracis carmabi,Madracis,carmabi,DD,01/01/2008,,
522,Madracis decactis,Madracis,decactis,LC,01/01/2008,,
523,Madracis formosa,Madracis,formosa,LC,01/01/2008,,
524,Madracis kirbyi,Madracis,kirbyi,LC,01/01/2008,,
525,Madracis myriaster,Madracis,myriaster,NE,N/A,,
526,Madracis pharensis,Madracis,pharensis,LC,01/01/2008,,
527,Madracis senaria,Madracis,senaria,LC,01/01/2008,,
528,Manicina areolata,Manicina,areolata,LC,01/01/2008,,
529,Meandrina brasiliensis,Meandrina,braziliensis,DD,Jan-08,,
530,Meandrina brasiliensis,Meandrina,brasiliensis,DD,01/01/2008,,
531,Meandrina danae,Meandrina,danae,LC,01/01/2008,,
532,Meandrina jacksoni,Meandrina,jacksoni,NE,N/A,,
533,Meandrina meandrites,Meandrina,meandrites,LC,01/01/2008,,
534,Merulina ampliata,Merulina,ampliata,LC,01/01/2008,,
535,Merulina scabricula,Merulina,scabricula,LC,01/01/2008,,
536,Merulina scheeri,Merulina,scheeri,LC,01/01/2008,,
537,Merulina triangularis,Paraclavarina,triangularis,NT,Jan-08,,
538,Micromussa amakusensis,Micromussa,amakusensis,NT,01/01/2008,,
539,Micromussa lordhowensis,Acanthastrea,lordhowensis,NT,Jan-08,,
540,Micromussa multipunctata,Micromussa,multipunctata,NE,N/A,,
541,Micromussa multipunctata,Montastrea,multipunctata,VU,Jan-08,,
542,Micromussa regularis,Acanthastrea,regularis,VU,Jan-08,,
543,Millepora alcicornis,Millepora,alcicornis,LC,Jan-08,,
544,Millepora boschmai,Millepora,boschmai,CR,Jan-08,,
545,Millepora braziliensis,Millepora,braziliensis,DD,Jan-08,,
546,Millepora complanata,Millepora,complanata,LC,Jan-08,,
547,Millepora dichotoma,Millepora,dichotoma,LC,Jan-08,,
548,Millepora exaesa,Millepora,exaesa,LC,Jan-08,,
549,Millepora exaesa,Millepora,tuberosa,EN,Jan-08,,
550,Millepora foveolata,Millepora,foveolata,VU,Jan-08,,
551,Millepora intricata,Millepora,intricata,LC,Jan-08,,
552,Millepora intricata,Millepora,murrayi,NT,Jan-08,,
553,Millepora latifolia,Millepora,latifolia,VU,Jan-08,,
554,Millepora nitida,Millepora,nitida,DD,Jan-08,,
555,Millepora platyphylla,Millepora,platyphylla,LC,Jan-08,,
556,Millepora squarrosa,Millepora,squarrosa,LC,Jan-08,,
557,Millepora squarrosa,Millepora,striata,EN,Jan-08,,
558,Millepora tenera,Millepora,tenera,LC,Jan-08,,
559,Montastraea cavernosa,Montastraea,cavernosa,LC,01/01/2008,,
560,Montigyra kenti,Montigyra,kenti,DD,01/01/2008,,
561,Montipora aequituberculata,Montipora,aequituberculata,LC,01/01/2008,,
562,Montipora altasepta,Montipora,altasepta,VU,01/01/2008,,
563,Montipora angulata,Montipora,angulata,VU,01/01/2008,,
564,Montipora aspergillus,Montipora,aspergillus,DD,01/01/2008,,
565,Montipora australiensis,Montipora,australiensis,VU,01/01/2008,,
566,Montipora bilaminata,Montipora,bilaminata,NE,N/A,,
567,Montipora cactus,Montipora,cactus,VU,01/01/2008,,
568,Montipora calcarea,Montipora,calcarea,VU,01/01/2008,,
569,Montipora caliculata,Montipora,caliculata,VU,01/01/2008,,
570,Montipora capitata,Montipora,capitata,NT,01/01/2008,,
571,Montipora capricornis,Montipora,capricornis,VU,01/01/2008,,
572,Montipora carinata,Montipora,carinata,NE,N/A,,
573,Montipora cebuensis,Montipora,cebuensis,VU,01/01/2008,,
574,Montipora circumvallata,Montipora,circumvallata,LC,01/01/2008,,
575,Montipora cocosensis,Montipora,cocosensis,VU,01/01/2008,,
576,Montipora confusa,Montipora,confusa,NT,01/01/2008,,
577,Montipora corbettensis,Montipora,corbettensis,VU,01/01/2008,,
578,Montipora crassituberculata,Montipora,crassituberculata,VU,01/01/2008,,
579,Montipora cryptus,Montipora,cryptus,NT,01/01/2008,,
580,Montipora danae,Montipora,danae,LC,01/01/2008,,
581,Montipora delicatula,Montipora,delicatula,VU,01/01/2008,,
582,Montipora digitata,Montipora,digitata,LC,01/01/2008,,
583,Montipora dilatata,Montipora,dilatata,EN,01/01/2008,,
584,Montipora echinata,Montipora,echinata,DD,01/01/2008,,
585,Montipora efflorescens,Montipora,efflorescens,NT,01/01/2008,,
586,Montipora effusa,Montipora,effusa,NT,01/01/2008,,
587,Montipora flabellata,Montipora,flabellata,VU,01/01/2008,,
588,Montipora florida,Montipora,florida,VU,01/01/2008,,
589,Montipora floweri,Montipora,floweri,LC,01/01/2008,,
590,Montipora foliosa,Montipora,foliosa,NT,01/01/2008,,
591,Montipora foveolata,Montipora,foveolata,NT,01/01/2008,,
592,Montipora friabilis,Montipora,friabilis,VU,01/01/2008,,
593,Montipora gaimardi,Montipora,gaimardi,VU,01/01/2008,,
594,Montipora grisea,Montipora,grisea,LC,01/01/2008,,
595,Montipora hemispherica,Montipora,hemispherica,DD,01/01/2008,,
596,Montipora hispida,Montipora,hispida,LC,01/01/2008,,
597,Montipora hispida,Montipora,hirsuta,NT,Jan-08,,
598,Montipora hodgsoni,Montipora,hodgsoni,VU,01/01/2008,,
599,Montipora hoffmeisteri,Montipora,hoffmeisteri,LC,01/01/2008,,
600,Montipora incrassata,Montipora,incrassata,NT,01/01/2008,,
601,Montipora informis,Montipora,informis,LC,01/01/2008,,
602,Montipora kellyi,Montipora,kellyi,DD,01/01/2008,,
603,Montipora lobulata,Montipora,lobulata,VU,01/01/2008,,
604,Montipora mactanensis,Montipora,mactanensis,VU,01/01/2008,,
605,Montipora malampaya,Montipora,malampaya,VU,01/01/2008,,
606,Montipora meandrina,Montipora,meandrina,VU,01/01/2008,,
607,Montipora millepora,Montipora,millepora,LC,01/01/2008,,
608,Montipora mollis,Montipora,mollis,LC,01/01/2008,,
609,Montipora monasteriata,Montipora,monasteriata,LC,01/01/2008,,
610,Montipora myriophthalma,Montipora,myriophthalma,NE,N/A,,
611,Montipora niugini,Montipora,niugini,NT,01/01/2008,,
612,Montipora nodosa,Montipora,nodosa,NT,01/01/2008,,
613,Montipora orientalis,Montipora,orientalis,VU,01/01/2008,,
614,Montipora pachytuberculata,Montipora,pachytuberculata,DD,01/01/2008,,
615,Montipora palawanensis,Montipora,palawanensis,NT,01/01/2008,,
616,Montipora patula,Montipora,patula,VU,01/01/2008,,
617,Montipora peltiformis,Montipora,peltiformis,NT,01/01/2008,,
618,Montipora porites,Montipora,porites,NT,01/01/2008,,
619,Montipora samarensis,Montipora,samarensis,VU,01/01/2008,,
620,Montipora saudii,Montipora,saudii,NT,01/01/2008,,
621,Montipora setosa,Montipora,setosa,EN,01/01/2008,,
622,Montipora spongiosa,Montipora,spongiosa,LC,01/01/2008,,
623,Montipora spongodes,Montipora,spongodes,LC,01/01/2008,,
624,Montipora spumosa,Montipora,spumosa,LC,01/01/2008,,
625,Montipora stellata,Montipora,stellata,LC,01/01/2008,,
626,Montipora stilosa,Montipora,stilosa,VU,01/01/2008,,
627,Montipora taiwanensis,Montipora,taiwanensis,DD,01/01/2008,,
628,Montipora tuberculosa,Montipora,tuberculosa,LC,01/01/2008,,
629,Montipora turgescens,Montipora,turgescens,LC,01/01/2008,,
630,Montipora turtlensis,Montipora,turtlensis,VU,01/01/2008,,
631,Montipora undata,Montipora,undata,NT,01/01/2008,,
632,Montipora vaughani,Montipora,vaughani,DD,Jan-08,,
633,Montipora venosa,Montipora,venosa,DD,01/01/2008,,
634,Montipora verrilli,Montipora,verrilli,NT,01/01/2008,,
635,Montipora verrucosa,Montipora,verrucosa,DD,01/01/2008,,
636,Montipora verruculosa,Montipora,verruculosus,LC,Jan-08,,
637,Montipora vietnamensis,Montipora,vietnamensis,VU,01/01/2008,,
638,Moseleya latistellata,Moseleya,latistellata,VU,01/01/2008,,
639,Mussa angulosa,Mussa,angulosa,LC,01/01/2008,,
640,Mussismilia braziliensis,Mussismilia,braziliensis,DD,01/01/2008,,
641,Mussismilia harttii,Mussismilia,harttii,DD,01/01/2008,,
642,Mussismilia hispida,Mussismilia,hispida,DD,01/01/2008,,
643,Mussismilia leptophylla,Favia,leptophylla,DD,Jan-08,,
644,Mycedium elephantotus,Mycedium,elephantotus,LC,01/01/2008,,
645,Mycedium mancaoi,Mycedium,mancaoi,LC,01/01/2008,,
646,Mycedium robokaki,Mycedium,robokaki,LC,01/01/2008,,
647,Mycedium spina,Mycedium,spina,DD,Jan-08,,
648,Mycedium steeni,Mycedium,steeni,VU,01/01/2008,,
649,Mycedium umbra,Mycedium,umbra,LC,01/01/2008,,
650,Mycetophyllia aliciae,Mycetophyllia,aliciae,LC,01/01/2008,,
651,Mycetophyllia danaana,Mycetophyllia,danaana,LC,01/01/2008,,
652,Mycetophyllia ferox,Mycetophyllia,ferox,VU,01/01/2008,,
653,Mycetophyllia lamarckiana,Mycetophyllia,lamarckiana,LC,01/01/2008,,
654,Mycetophyllia reesi,Mycetophyllia,reesi,DD,01/01/2008,,
655,Nemenzophyllia turbida,Nemenzophyllia,turbida,VU,01/01/2008,,
656,nomen nudum,Acropora,khayranensis,DD,Jan-08,,nomen nudum
657,nomen nudum,Acropora,paragemmifera,DD,Jan-08,,
658,nomen nudum,Echinopora,grandicula,DD,Jan-08,,
659,nomen nudum,Porites,ericacea,DD,Jan-08,,
660,nomen nudum,Psammocora,interstinctus,DD,Jan-08,,
661,nomen nudum,Stylocoeniella,muscosus,DD,Jan-08,,
662,Not in WoRMS,Isopora,cylindrica,DD,Jan-08,,"According to WoRMS, ""Acropora cylindrica"" exists and is a synonym to ""Isopora togianensis""."
663,Oculina diffusa,Oculina,diffusa,LC,01/01/2008,,
664,Oculina patagonica,Oculina,patagonica,LC,01/01/2008,,
665,Oculina robusta,Oculina,robusta,DD,01/01/2008,,
666,Oculina tenella,Oculina,tenella,DD,01/01/2008,Delicate ivory bush coarl,
667,Oculina valenciennesi,Oculina,valenciennesi,DD,01/01/2008,,
668,Oculina varicosa,Oculina,varicosa,VU,01/01/2008,,
669,Orbicella annularis,Montastraea,annularis,EN,Jan-08,,
670,Orbicella annularis,Orbicella,annularis,EN,01/01/2008,,
671,Orbicella faveolata,Montastraea,faveolata,EN,Jan-08,,
672,Orbicella faveolata,Orbicella,faveolata,EN,01/01/2008,,
673,Orbicella franksi,Montastraea,franksi,VU,Jan-08,,
674,Orbicella franksi,Orbicella,franksi,VU,01/01/2008,,
675,Oulastrea crispata,Oulastrea,crispata,LC,01/01/2008,,
676,Oulophyllia bennettae,Oulophyllia,bennettae,NT,01/01/2008,,
677,Oulophyllia crispa,Oulophyllia,crispa,NT,01/01/2008,,
678,Oulophyllia levis,Oulophyllia,levis,LC,01/01/2008,,
679,Oxypora convoluta,Oxypora,convoluta,DD,01/01/2008,,
680,Oxypora crassispinosa,Oxypora,crassispinosa,LC,01/01/2008,,
681,Oxypora echinata,Echinophyllia,echinata,LC,Jan-08,,
682,Oxypora egyptensis,Oxypora,egyptensis,DD,01/01/2008,,
683,Oxypora lacera,Oxypora,lacera,LC,01/01/2008,,
684,Pachyseris foliosa,Pachyseris,foliosa,LC,01/01/2008,,
685,Pachyseris gemmae,Pachyseris,gemmae,NT,01/01/2008,,
686,Pachyseris inattesa,Pachyseris,inattesa,NE,N/A,,
687,Pachyseris involuta,Pachyseris,involuta,VU,01/01/2008,,
688,Pachyseris rugosa,Pachyseris,rugosa,VU,01/01/2008,,
689,Pachyseris speciosa,Pachyseris,speciosa,LC,01/01/2008,,
690,Palauastrea ramosa,Palauastrea,ramosa,NT,01/01/2008,,
691,Paragoniastrea australensis,Goniastrea,australensis,LC,Jan-08,,
692,Paragoniastrea deformis,Goniastrea,deformis,VU,Jan-08,,
693,Paragoniastrea russelli,Favites,russelli,NT,Jan-08,,
694,Paramontastraea peresi,Goniastrea,peresi,NT,Jan-08,,
695,Paramontastraea salebrosa,Montastrea,salebrosa,VU,Jan-08,,
696,Paramontastraea salebrosa,Paramontastraea,salebrosa,NE,N/A,,
697,Paramontastraea serageldini,Montastrea,serageldini,VU,Jan-08,,
698,Paramontastraea serageldini,Paramontastraea,serageldini,NE,N/A,,
699,Pavona bipartita,Pavona,bipartita,VU,01/01/2008,,
700,Pavona cactus,Pavona,cactus,VU,01/01/2008,,
701,Pavona chiriquiensis,Pavona,chiriquiensis,LC,01/01/2008,,
702,Pavona clavus,Pavona,clavus,LC,01/01/2008,,
703,Pavona danai,Pavona,danai,VU,01/01/2008,,
704,Pavona decussata,Pavona,decussata,VU,01/01/2008,,
705,Pavona diffluens,Pavona,diffluens,VU,01/01/2008,,
706,Pavona duerdeni,Pavona,duerdeni,LC,01/01/2008,,
707,Pavona explanulata,Pavona,explanulata,LC,01/01/2008,,
708,Pavona frondifera,Pavona,frondifera,LC,01/01/2008,,
709,Pavona gigantea,Pavona,gigantea,LC,01/01/2008,,
710,Pavona maldivensis,Pavona,maldivensis,LC,01/01/2008,,
711,Pavona minuta,Pavona,minuta,NT,01/01/2008,,
712,Pavona varians,Pavona,varians,LC,01/01/2008,,
713,Pavona venosa,Pavona,venosa,VU,01/01/2008,,
714,Pavona xarifae,Pavona,xarifae,DD,01/01/2008,,
715,Pectinia africana,Pectinia,africanus,VU,Jan-08,,
716,Pectinia alcicornis,Pectinia,alcicornis,VU,01/01/2008,,
717,Pectinia crassa,Pectinia,crassa,DD,01/01/2008,,
718,Pectinia elongata,Pectinia,elongata,NT,01/01/2008,,
719,Pectinia lactuca,Pectinia,lactuca,VU,01/01/2008,,
720,Pectinia maxima,Pectinia,maxima,EN,01/01/2008,,
721,Pectinia paeonia,Pectinia,paeonia,NT,01/01/2008,,
722,Pectinia pygmaea,Pectinia,pygmaeus,NT,Jan-08,,
723,Pectinia teres,Pectinia,teres,NT,01/01/2008,,
724,Physogyra lichtensteini,Physogyra,lichtensteini,VU,01/01/2008,,
725,Physophyllia ayleni,Pectinia,ayleni,NT,Jan-08,,
726,Platygyra acuta,Platygyra,acuta,NT,01/01/2008,,
727,Platygyra carnosa,Platygyra,carnosus,NT,Jan-08,,
728,Platygyra contorta,Platygyra,contorta,LC,01/01/2008,,
729,Platygyra crosslandi,Platygyra,crosslandi,NT,01/01/2008,,
730,Platygyra daedalea,Platygyra,daedalea,LC,01/01/2008,,
731,Platygyra lamellina,Platygyra,lamellina,NT,01/01/2008,,
732,Platygyra pini,Platygyra,pini,LC,01/01/2008,,
733,Platygyra ryukyuensis,Platygyra,ryukyuensis,NT,01/01/2008,,
734,Platygyra sinensis,Platygyra,sinensis,LC,01/01/2008,,
735,Platygyra verweyi,Platygyra,verweyi,NT,01/01/2008,,
736,Platygyra yaeyamaensis,Platygyra,yaeyamaensis,VU,01/01/2008,,
737,Plerogyra cauliformis,Plerogyra,cauliformis,DD,01/01/2008,,
738,Plerogyra diabolotus,Plerogyra,diabolotus,DD,Jan-08,,
739,Plerogyra discus,Plerogyra,discus,VU,01/01/2008,,
740,Plerogyra multilobata,Plerogyra,multilobata,DD,01/01/2008,,
741,Plerogyra simplex,Plerogyra,simplex,NT,01/01/2008,,
742,Plerogyra sinuosa,Plerogyra,sinuosa,NT,01/01/2008,,
743,Plesiastrea versipora,Plesiastrea,versipora,LC,01/01/2008,,
744,Pleuractis granulosa,Fungia,granulosa,LC,Jan-08,,
745,Pleuractis gravis,Pleuractis,gravis,NE,N/A,,
746,Pleuractis moluccensis,Fungia,moluccensis,LC,Jan-08,,
747,Pleuractis paumotensis,Fungia,paumotensis,LC,Jan-08,,
748,Pleuractis seychellensis,Fungia,seychellensis,VU,Jan-08,,
749,Pleuractis taiwanensis,Fungia,taiwanensis,VU,Jan-08,,
750,Pocillopora acuta,Pocillopora,acuta,NE,N/A,,
751,Pocillopora aliciae,Pocillopora,aliciae,NE,N/A,,
752,Pocillopora ankeli,Pocillopora,ankeli,VU,01/01/2008,,
753,Pocillopora bairdi,Pocillopora,bairdi,NE,N/A,,
754,Pocillopora brevicornis,Pocillopora,setichelli,LC,Jan-08,,different spelling AND species
755,Pocillopora brevicornis,Pocillopora,brevicornis,NE,N/A,,
756,Pocillopora capitata,Pocillopora,capitata,LC,01/01/2008,,
757,Pocillopora damicornis,Pocillopora,damicornis,LC,01/01/2008,Cauliflower Coral,
758,Pocillopora effusa,Pocillopora,effusus,DD,Jan-08,,
759,Pocillopora elegans,Pocillopora,elegans,VU,01/01/2008,,
760,Pocillopora fungiformis,Pocillopora,fungiformis,EN,01/01/2008,,
761,Pocillopora grandis,Pocillopora,eydouxi,NT,Jan-08,,
762,Pocillopora indiania,Pocillopora,indiania,VU,01/01/2008,,
763,Pocillopora inflata,Pocillopora,inflata,VU,Jan-08,,
764,Pocillopora kelleheri,Pocillopora,kelleheri,LC,01/01/2008,,
765,Pocillopora ligulata,Pocillopora,ligulata,LC,01/01/2008,,
766,Pocillopora meandrina,Pocillopora,meandrina,LC,01/01/2008,,
767,Pocillopora molokensis,Pocillopora,molokensis,DD,01/01/2008,,
768,Pocillopora verrucosa,Pocillopora,danae,VU,Jan-08,,
769,Pocillopora verrucosa,Pocillopora,verrucosa,LC,01/01/2008,Rasp Coral,
770,Pocillopora woodjonesi,Pocillopora,woodjonesi,LC,01/01/2008,,
771,Pocillopora zelli,Pocillopora,zelli,LC,01/01/2008,,
772,Podabacia crustacea,Podabacia,crustacea,LC,Jan-08,,
773,Podabacia kunzmanni,Podabacia,kunzmanni,NE,N/A,,
774,Podabacia lankaensis,Podabacia,lankaensis,EN,01/01/2008,,
775,Podabacia motuporensis,Podabacia,motuporensis,NT,01/01/2008,,
776,Podabacia sinai,Podabacia,sinai,DD,01/01/2008,,
777,Polycyathus chaishanensis,Polycyathus,chaishanensis,NE,N/A,,
778,Polycyathus isabela,Polycyathus,isabela,VU,01/01/2008,,
779,Polyphyllia novaehiberniae,Polyphyllia,novaehiberniae,NT,01/01/2008,,
780,Polyphyllia talpina,Polyphyllia,talpina,LC,01/01/2008,,
781,Porites annae,Porites,annae,NT,01/01/2008,,
782,Porites aranetai,Porites,aranetai,VU,01/01/2008,,
783,Porites arnaudi,Porites,arnaudi,LC,01/01/2008,,
784,Porites astreoides,Porites,astreoides,LC,01/01/2008,,
785,Porites attenuata,Porites,attenuata,VU,01/01/2008,,
786,Porites australiensis,Porites,australiensis,LC,01/01/2008,,
787,Porites baueri,Porites,baueri,DD,01/01/2008,,
788,Porites branneri,Porites,branneri,NT,01/01/2008,,
789,Porites brighami,Porites,brighami,LC,01/01/2008,,
790,Porites cocosensis,Porites,cocosensis,VU,01/01/2008,,
791,Porites colonensis,Porites,colonensis,DD,01/01/2008,,
792,Porites columnaris,Porites,columnaris,LC,01/01/2008,,
793,Porites compressa,Porites,compressa,LC,01/01/2008,,
794,Porites cumulatus,Porites,cumulatus,VU,01/01/2008,,
795,Porites cylindrica,Porites,cylindrica,NT,01/01/2008,,
796,Porites decasepta,Porites,decasepta,DD,01/01/2008,,
797,Porites deformis,Porites,deformis,NT,01/01/2008,,
